Category,Model,Model Year,Manufacturer,Fuel,Alternative Fuel Economy City,Alternative Fuel Economy Combined,Conventional Fuel Economy City,Conventional Fuel Economy Combined,Drivetrain
Sedan/Wagon,Taycan Perf Battery Plus,2022.0,Porsche,Electric,71.0,75.0,,,AWD
Sedan/Wagon,Taycan Turbo,2022.0,Porsche,Electric,71.0,73.0,,,AWD
Sedan/Wagon,Taycan Turbo Cross Turismo,2022.0,Porsche,Electric,72.0,72.0,,,AWD
Sedan/Wagon,Taycan Turbo S,2022.0,Porsche,Electric,69.0,70.0,,,AWD
Sedan/Wagon,Taycan Turbo S Cross Turismo,2022.0,Porsche,Electric,74.0,73.0,,,AWD
Pickup,1500 4X2,2022.0,Ram,Hybrid Electric,,,20.0,22.0,RWD
Pickup,1500 4X2,2022.0,Ram,Hybrid Electric,,,18.0,20.0,RWD
Pickup,1500 4X4,2022.0,Ram,Hybrid Electric,,,18.0,19.0,4WD
Pickup,1500 4X4,2022.0,Ram,Hybrid Electric,,,19.0,21.0,4WD
Pickup,1500 HFE 4X2,2022.0,Ram,Hybrid Electric,,,20.0,23.0,RWD
SUV,R1S,2022.0,Rivian ,Electric,73.0,69.0,,,Part-Time 4WD
Pickup,R1T,2022.0,Rivian ,Electric,74.0,70.0,,,Part-Time 4WD
Sedan/Wagon,Model 3 (Long Range) AWD,2022.0,Tesla,Electric,134.0,131.0,,,AWD
Sedan/Wagon,Model 3 Performance AWD,2022.0,Tesla,Electric,118.0,113.0,,,AWD
Sedan/Wagon,Model 3 RWD,2022.0,Tesla,Electric,138.0,132.0,,,RWD
Sedan/Wagon,Model S ,2022.0,Tesla,Electric,124.0,120.0,,,AWD
Sedan/Wagon,"Model S Plaid (19"" Wheels)",2022.0,Tesla,Electric,119.0,116.0,,,AWD
Sedan/Wagon,"Model S Plaid (21"" Wheels)",2022.0,Tesla,Electric,102.0,101.0,,,AWD
SUV,Model X AWD,2022.0,Tesla,Electric,107.0,102.0,,,AWD
SUV,"Model X Plaid (20"" Wheels)",2022.0,Tesla,Electric,103.0,98.0,,,AWD
SUV,"Model X Plaid (22"" Wheels)",2022.0,Tesla,Electric,94.0,91.0,,,AWD
SUV,Model Y AWD,2022.0,Tesla,Electric,129.0,123.0,,,AWD
SUV,Model Y (Long Range) AWD,2022.0,Tesla,Electric,127.0,122.0,,,AWD
SUV,Model Y Performance AWD,2022.0,Tesla,Electric,115.0,111.0,,,AWD
SUV,Model Y RWD,2022.0,Tesla,Electric,140.0,129.0,,,RWD
Sedan/Wagon,Avalon Hybrid ,2022.0,Toyota,Hybrid Electric,,,43.0,43.0,FWD
Sedan/Wagon,Avalon Hybrid XLE,2022.0,Toyota,Hybrid Electric,,,43.0,44.0,FWD
Sedan/Wagon,Camry Hybrid LE,2022.0,Toyota,Hybrid Electric,,,51.0,52.0,FWD
Sedan/Wagon,Camry Hybrid SE/XLE/XSE,2022.0,Toyota,Hybrid Electric,,,44.0,46.0,FWD
Sedan/Wagon,Corolla Hybrid,2022.0,Toyota,Hybrid Electric,,,53.0,52.0,FWD
SUV,Highlander Hybrid,2022.0,Toyota,Hybrid Electric,,,36.0,36.0,RWD
SUV,Highlander Hybrid AWD,2022.0,Toyota,Hybrid Electric,,,35.0,35.0,AWD
SUV,Highlander Hybrid AWD LTD/PLAT,2022.0,Toyota,Hybrid Electric,,,35.0,35.0,AWD
Sedan/Wagon,Mirai LE,2022.0,Toyota,Hydrogen Fuel Cell,76.0,74.0,,,RWD
Sedan/Wagon,Mirai Limited,2022.0,Toyota,Hydrogen Fuel Cell,67.0,65.0,,,RWD
Sedan/Wagon,Mirai XLE,2022.0,Toyota,Hydrogen Fuel Cell,76.0,74.0,,,RWD
Sedan/Wagon,Prius,2022.0,Toyota,Hybrid Electric,,,54.0,52.0,FWD
Sedan/Wagon,Prius AWD,2022.0,Toyota,Hybrid Electric,,,51.0,49.0,AWD
Sedan/Wagon,Prius Eco,2022.0,Toyota,Hybrid Electric,,,58.0,56.0,FWD
Sedan/Wagon,Prius Prime,2022.0,Toyota,Plug-in Hybrid Electric,,133.0,55.0,54.0,FWD
SUV,RAV4 Hybrid AWD,2022.0,Toyota,Hybrid Electric,,,41.0,40.0,AWD
Sedan/Wagon,RAV4 Prime AWD,2022.0,Toyota,Plug-in Hybrid Electric,,94.0,40.0,38.0,AWD
Van,Sienna AWD,2022.0,Toyota,Hybrid Electric,,,35.0,35.0,AWD
Pickup,TUNDRA 2WD,2022.0,Toyota,Hybrid Electric,,,20.0,22.0,RWD
Pickup,TUNDRA 4WD,2022.0,Toyota,Hybrid Electric,,,19.0,20.0,Part-Time 4WD
Pickup,TUNDRA 4WD PRO,2022.0,Toyota,Hybrid Electric,,,18.0,19.0,Part-Time 4WD
SUV,Venza AWD,2022.0,Toyota,Hybrid Electric,,,40.0,39.0,AWD
SUV,ID.4 AWD Pro,2022.0,Volkswagen,Electric,106.0,101.0,,,AWD
SUV,ID.4 AWD Pro S,2022.0,Volkswagen,Electric,100.0,95.0,,,AWD
SUV,ID.4 Pro,2022.0,Volkswagen,Electric,116.0,107.0,,,RWD
SUV,ID.4 Pro S,2022.0,Volkswagen,Electric,110.0,102.0,,,RWD
SUV,C40 Recharge Twin,2022.0,Volvo,Electric,94.0,87.0,,,AWD
Sedan/Wagon,S60 T8 AWD Recharge,2022.0,Volvo,Plug-in Hybrid Electric,,69.0,28.0,30.0,AWD
Sedan/Wagon,S60 T8 AWD Recharge ext. Range,2022.0,Volvo,Plug-in Hybrid Electric,,74.0,30.0,31.0,AWD
Sedan/Wagon,S90 T8 AWD Recharge,2022.0,Volvo,Plug-in Hybrid Electric,,63.0,28.0,30.0,AWD
Sedan/Wagon,S90 T8 AWD Recharge ext. Range,2022.0,Volvo,Plug-in Hybrid Electric,,66.0,28.0,29.0,AWD
Sedan/Wagon,V60 T8 AWD Recharge,2022.0,Volvo,Plug-in Hybrid Electric,,69.0,28.0,30.0,AWD
Sedan/Wagon,V60 T8 AWD Recharge ext. Range,2022.0,Volvo,Plug-in Hybrid Electric,,74.0,30.0,31.0,AWD
SUV,XC40 Recharge Twin,2022.0,Volvo,Electric,92.0,85.0,,,AWD
SUV,XC60 T8 AWD Recharge,2022.0,Volvo,Plug-in Hybrid Electric,,57.0,24.0,25.0,AWD
SUV,XC60 T8 AWD Recharge ext. Range,2022.0,Volvo,Plug-in Hybrid Electric,,63.0,28.0,28.0,AWD
SUV,XC90 T8 AWD Recharge,2022.0,Volvo,Plug-in Hybrid Electric,,55.0,26.0,27.0,AWD
SUV,XC90 T8 AWD Recharge ext. Range,2022.0,Volvo,Plug-in Hybrid Electric,,66.0,25.0,26.0,AWD
Sedan/Wagon,NSX,2021.0,Acura,Hybrid Electric,,,21.0,21.0,
Sedan/Wagon,A4 allroad quattro,2021.0,Audi,Hybrid Electric,,,24.0,26.0,
Sedan/Wagon,A4 quattro,2021.0,Audi,Hybrid Electric,,,25.0,28.0,
Sedan/Wagon,A4 S line quattro,2021.0,Audi,Hybrid Electric,,,24.0,27.0,
Sedan/Wagon,A5 Cabriolet quattro,2021.0,Audi,Hybrid Electric,,,23.0,26.0,
Sedan/Wagon,A5 quattro,2021.0,Audi,Hybrid Electric,,,24.0,27.0,
Sedan/Wagon,A5 Sportback quattro,2021.0,Audi,Hybrid Electric,,,25.0,28.0,
Sedan/Wagon,A5 Sportback S line quattro,2021.0,Audi,Hybrid Electric,,,24.0,27.0,
Sedan/Wagon,A6 Allroad,2021.0,Audi,Hybrid Electric,,,20.0,22.0,
Sedan/Wagon,A6 quattro,2021.0,Audi,Hybrid Electric,,,22.0,24.0,
Sedan/Wagon,A6 quattro,2021.0,Audi,Hybrid Electric,,,23.0,26.0,
Sedan/Wagon,A7 quattro,2021.0,Audi,Plug-in Hybrid Electric,,68.0,26.0,29.0,
Sedan/Wagon,A7 quattro,2021.0,Audi,Hybrid Electric,,,22.0,24.0,
Sedan/Wagon,A8L,2021.0,Audi,Hybrid Electric,,,15.0,18.0,
Sedan/Wagon,A8L,2021.0,Audi,Plug-in Hybrid Electric,,53.0,21.0,23.0,
Sedan/Wagon,A8L,2021.0,Audi,Hybrid Electric,,,17.0,21.0,
SUV,e-tron,2021.0,Audi,Electric,78.0,78.0,,,
SUV,e-tron Sportback,2021.0,Audi,Electric,76.0,77.0,,,
SUV,Q5,2021.0,Audi,Hybrid Electric,,,23.0,25.0,
SUV,Q5,2021.0,Audi,Plug-in Hybrid Electric,,50.0,25.0,27.0,
SUV,Q5 Sportback,2021.0,Audi,Hybrid Electric,,,23.0,25.0,
SUV,Q7,2021.0,Audi,Hybrid Electric,,,18.0,20.0,
SUV,Q8,2021.0,Audi,Hybrid Electric,,,18.0,20.0,
Sedan/Wagon,RS 6 Avant,2021.0,Audi,Hybrid Electric,,,15.0,17.0,
Sedan/Wagon,RS7,2021.0,Audi,Hybrid Electric,,,15.0,17.0,
Sedan/Wagon,RS Q8,2021.0,Audi,Hybrid Electric,,,13.0,15.0,
Sedan/Wagon,S6,2021.0,Audi,Hybrid Electric,,,18.0,22.0,
Sedan/Wagon,S7,2021.0,Audi,Hybrid Electric,,,18.0,22.0,
Sedan/Wagon,S8,2021.0,Audi,Hybrid Electric,,,13.0,16.0,
SUV,Bentayga,2021.0,Bentley Motors,Plug-in Hybrid Electric,,46.0,17.0,19.0,
Sedan/Wagon,330e,2021.0,BMW,Plug-in Hybrid Electric,,75.0,25.0,28.0,
Sedan/Wagon,330e xDrive,2021.0,BMW,Plug-in Hybrid Electric,,67.0,22.0,25.0,
Sedan/Wagon,530e,2021.0,BMW,Plug-in Hybrid Electric,,64.0,24.0,26.0,
Sedan/Wagon,530e xDrive,2021.0,BMW,Plug-in Hybrid Electric,,62.0,22.0,25.0,
SUV,540i,2021.0,BMW,Hybrid Electric,,,25.0,27.0,
SUV,540i xDrive,2021.0,BMW,Hybrid Electric,,,23.0,26.0,
Sedan/Wagon,745e xDrive,2021.0,BMW,Plug-in Hybrid Electric,,56.0,19.0,22.0,
Sedan/Wagon,i3,2021.0,BMW,Electric,124.0,113.0,,,
Sedan/Wagon,i3s,2021.0,BMW,Electric,124.0,113.0,,,
Sedan/Wagon,i3s with Range Extender,2021.0,BMW,Plug-in Hybrid Electric,,100.0,30.0,31.0,
Sedan/Wagon,i3 with Range Extender,2021.0,BMW,Plug-in Hybrid Electric,,100.0,30.0,31.0,
SUV,M340i,2021.0,BMW,Hybrid Electric,,,23.0,26.0,
SUV,M340i xDrive,2021.0,BMW,Hybrid Electric,,,22.0,25.0,
Sedan/Wagon,M440i Convertible,2021.0,BMW,Hybrid Electric,,,23.0,26.0,
Sedan/Wagon,M440i xDrive Coupe,2021.0,BMW,Hybrid Electric,,,22.0,25.0,
SUV,X3 xDrive30e,2021.0,BMW,Plug-in Hybrid Electric,,60.0,21.0,24.0,
SUV,X5 sDrive40i 2WD,2021.0,BMW,Hybrid Electric,,,21.0,23.0,
SUV,X5 sDrive40i 4WD,2021.0,BMW,Hybrid Electric,,,21.0,23.0,
SUV,X5 xDrive45e,2021.0,BMW,Plug-in Hybrid Electric,,50.0,19.0,20.0,
SUV,X6 sDrive40i 2WD,2021.0,BMW,Hybrid Electric,,,21.0,23.0,
SUV,X6 sDrive40i 4WD,2021.0,BMW,Hybrid Electric,,,21.0,23.0,
SUV,X7 sDrive40i 4WD,2021.0,BMW,Hybrid Electric,,,19.0,21.0,
SUV,Escalade 2WD,2021.0,Cadillac,Biodiesel (B20),,,21.0,23.0,
SUV,Escalade 4WD,2021.0,Cadillac,Biodiesel (B20),,,20.0,22.0,
Sedan/Wagon,Bolt EV,2021.0,Chevrolet,Electric,127.0,118.0,,,
Pickup,Colorado 2WD,2021.0,Chevrolet,Biodiesel (B20),,,20.0,23.0,
Pickup,Colorado 4WD,2021.0,Chevrolet,Biodiesel (B20),,,19.0,22.0,
Pickup,Colorado ZR2 4WD,2021.0,Chevrolet,Biodiesel (B20),,,18.0,19.0,
Pickup,Silverado 2WD,2021.0,Chevrolet,Biodiesel (B20),,,23.0,27.0,
Pickup,Silverado 2WD,2021.0,Chevrolet,Ethanol (E85),11.0,12.0,15.0,16.0,
Pickup,Silverado 4WD,2021.0,Chevrolet,Biodiesel (B20),,,22.0,24.0,
Pickup,Silverado 4WD,2021.0,Chevrolet,Ethanol (E85),11.0,12.0,14.0,16.0,
SUV,Suburban 2WD,2021.0,Chevrolet,Biodiesel (B20),,,21.0,23.0,
SUV,Suburban 4WD,2021.0,Chevrolet,Biodiesel (B20),,,20.0,22.0,
SUV,Tahoe 2WD,2021.0,Chevrolet,Biodiesel (B20),,,21.0,24.0,
SUV,Tahoe 4WD,2021.0,Chevrolet,Biodiesel (B20),,,20.0,22.0,
Van,Pacifica Hybrid,2021.0,Chrysler,Plug-in Hybrid Electric,,82.0,29.0,30.0,
Sedan/Wagon,SF90 Stradale Coupe,2021.0,Ferrari,Plug-in Hybrid Electric,,51.0,16.0,18.0,
Sedan/Wagon,Escape AWD HEV,2021.0,Ford,Hybrid Electric,,,43.0,40.0,
Sedan/Wagon,Escape FWD HEV,2021.0,Ford,Hybrid Electric,,,44.0,41.0,
SUV,Escape FWD PHEV,2021.0,Ford,Plug-in Hybrid Electric,,105.0,43.0,40.0,
SUV,Explorer AWD FFV,2021.0,Ford,Ethanol (E85),11.0,13.0,16.0,19.0,
SUV,Explorer HEV AWD,2021.0,Ford,Hybrid Electric,,,23.0,25.0,
SUV,Explorer HEV RWD,2021.0,Ford,Hybrid Electric,,,27.0,27.0,
Pickup,F-150 2WD,2021.0,Ford,Biodiesel (B20),,,,,
Pickup,F-150 2WD FFV,2021.0,Ford,Ethanol (E85),14.0,16.0,20.0,21.0,
Pickup,F-150 2WD FFV,2021.0,Ford,Ethanol (E85),12.0,14.0,17.0,20.0,
Pickup,F-150 4WD,2021.0,Ford,Biodiesel (B20),,,20.0,23.0,
Pickup,F-150 4WD FFV,2021.0,Ford,Ethanol (E85),14.0,15.0,19.0,20.0,
Pickup,F-150 4WD FFV,2021.0,Ford,Ethanol (E85),11.0,13.0,16.0,19.0,
Pickup,F150 Pickup 2WD HEV,2021.0,Ford,Hybrid Electric,,,25.0,25.0,
Pickup,F150 Pickup 4WD HEV,2021.0,Ford,Hybrid Electric,,,24.0,24.0,
Sedan/Wagon,Mustang Mach-E AWD,2021.0,Ford,Electric,100.0,93.0,,,Part-Time 4WD
Sedan/Wagon,Mustang Mach-E AWD Extended,2021.0,Ford,Electric,96.0,90.0,,,
Sedan/Wagon,Mustang Mach-E GT AWD,2021.0,Ford,Electric,90.0,84.0,,,AWD
Sedan/Wagon,Mustang Mach-E GT AWD,2021.0,Ford,Electric,88.0,82.0,,,AWD
Sedan/Wagon,Mustang Mach-E RWD,2021.0,Ford,Electric,105.0,100.0,,,
Sedan/Wagon,Mustang Mach-E RWD California Route 1,2021.0,Ford,Electric,108.0,101.0,,,
Sedan/Wagon,Mustang Mach-E RWD Extended,2021.0,Ford,Electric,104.0,97.0,,,
Pickup,Super Duty F-250,2021.0,Ford,Ethanol (E85),,,,,
Pickup,Super Duty F-250 2WD/4WD,2021.0,Ford,CNG - Bi-fuel,,,,,
Pickup,Super Duty F-250 2WD/4WD,2021.0,Ford,Biodiesel (B20),,,,,
Pickup,Super Duty F-250 2WD/4WD,2021.0,Ford,CNG - Compressed Natural Gas,,,,,
Pickup,Super Duty F-250 2WD/4WD,2021.0,Ford,Propane - Bi-fuel,,,,,
Pickup,Super Duty F-250 2WD/4WD,2021.0,Ford,Propane,,,,,
Van,Transit Connect Van FFV,2021.0,Ford,Ethanol (E85),18.0,19.0,24.0,25.0,
Van,Transit Connect Van/Wagon,2021.0,Ford,Propane - Bi-fuel,,,,,
Van,Transit Connect Van/Wagon,2021.0,Ford,CNG - Compressed Natural Gas,,,,,
Van,Transit Connect Van/Wagon,2021.0,Ford,CNG - Bi-fuel,,,,,
Van,Transit Connect Van/Wagon,2021.0,Ford,Propane,,,,,
Passenger Van/Shuttle Bus,Transit Connect Wagon LWB FFV,2021.0,Ford,Ethanol (E85),17.0,19.0,24.0,26.0,
Passenger Van/Shuttle Bus,Transit T150 Passenger Van 2WD FFV,2021.0,Ford,Ethanol (E85),11.0,12.0,14.0,16.0,
Passenger Van/Shuttle Bus,Transit T150 Passenger Van 4WD FFV,2021.0,Ford,Ethanol (E85),11.0,12.0,15.0,16.0,
Pickup,Canyon 2WD,2021.0,GMC,Biodiesel (B20),,,20.0,23.0,
Pickup,Canyon 4WD,2021.0,GMC,Biodiesel (B20),,,19.0,22.0,
Pickup,Sierra 2WD,2021.0,GMC,Biodiesel (B20),,,23.0,26.0,
Pickup,Sierra 2WD,2021.0,GMC,Ethanol (E85),11.0,12.0,15.0,16.0,
Pickup,Sierra 4WD,2021.0,GMC,Biodiesel (B20),,,22.0,24.0,
Pickup,Sierra 4WD,2021.0,GMC,Ethanol (E85),11.0,12.0,14.0,16.0,
Pickup,Sierra 4WD AT4,2021.0,GMC,Biodiesel (B20),,,22.0,24.0,
SUV,Yukon 2WD,2021.0,GMC,Biodiesel (B20),,,21.0,23.0,
SUV,Yukon 4WD,2021.0,GMC,Biodiesel (B20),,,20.0,22.0,
SUV,Yukon XL 2WD,2021.0,GMC,Biodiesel (B20),,,21.0,23.0,
SUV,Yukon XL 4WD,2021.0,GMC,Biodiesel (B20),,,20.0,22.0,
Sedan/Wagon,Accord,2021.0,Honda,Hybrid Electric,,,48.0,48.0,
Sedan/Wagon,Accord Sport/Touring,2021.0,Honda,Hybrid Electric,,,44.0,43.0,
Sedan/Wagon,Clarity,2021.0,Honda,Hydrogen Fuel Cell,68.0,68.0,,,
Sedan/Wagon,Clarity PHEV,2021.0,Honda,Plug-in Hybrid Electric,,110.0,44.0,42.0,
SUV,CR-V AWD,2021.0,Honda,Hybrid Electric,,,40.0,38.0,
Sedan/Wagon,Insight,2021.0,Honda,Hybrid Electric,,,55.0,52.0,
Sedan/Wagon,Insight Touring,2021.0,Honda,Hybrid Electric,,,51.0,48.0,
Sedan/Wagon,Elantra Hybrid,2021.0,Hyundai,Hybrid Electric,,,49.0,50.0,
Sedan/Wagon,Elantra Hybrid Blue,2021.0,Hyundai,Hybrid Electric,,,53.0,54.0,
Sedan/Wagon,Ioniq,2021.0,Hyundai,Hybrid Electric,,,54.0,55.0,
Sedan/Wagon,Ioniq Blue,2021.0,Hyundai,Hybrid Electric,,,59.0,59.0,
Sedan/Wagon,Ioniq Electric,2021.0,Hyundai,Electric,145.0,133.0,,,
Sedan/Wagon,Ioniq Plug-in Hybrid,2021.0,Hyundai,Plug-in Hybrid Electric,,119.0,52.0,52.0,
SUV,Kona Electric,2021.0,Hyundai,Electric,132.0,120.0,,,
SUV,Nexo,2021.0,Hyundai,Hydrogen Fuel Cell,59.0,57.0,,,
SUV,Nexo Blue,2021.0,Hyundai,Hydrogen Fuel Cell,65.0,61.0,,,
Sedan/Wagon,Santa Fe Hybrid,2021.0,Hyundai,Hybrid Electric,,,33.0,32.0,
Sedan/Wagon,Santa Fe Hybrid Blue,2021.0,Hyundai,Hybrid Electric,,,36.0,34.0,
Sedan/Wagon,Sonata Hybrid,2021.0,Hyundai,Hybrid Electric,,,45.0,47.0,
Sedan/Wagon,Sonata Hybrid Blue,2021.0,Hyundai,Hybrid Electric,,,50.0,52.0,
SUV,E-PACE MHEV,2021.0,Jaguar,Hybrid Electric,,,21.0,23.0,
SUV,F-PACE P340 MHEV,2021.0,Jaguar,Hybrid Electric,,,20.0,22.0,
SUV,F-PACE P400 MHEV,2021.0,Jaguar,Hybrid Electric,,,20.0,22.0,
SUV,I-PACE EV400,2021.0,Jaguar,Electric,80.0,76.0,,,4WD
SUV,Wrangler 2dr 4x4,2021.0,Jeep,Hybrid Electric,,,20.0,21.0,
SUV,Wrangler 4dr 4x4,2021.0,Jeep,Hybrid Electric,,,19.0,21.0,
SUV,Wrangler 4dr 4xe,2021.0,Jeep,Plug-in Hybrid Electric,,49.0,20.0,20.0,4WD
Sedan/Wagon,K27,2021.0,Kandi,Electric,127.0,114.0,,,
Sedan/Wagon,"GS-6 (21"" wheels)",2021.0,Karma,Plug-in Hybrid Electric,,70.0,27.0,26.0,
Sedan/Wagon,"Revero GT (21"" wheels)",2021.0,Karma,Plug-in Hybrid Electric,,70.0,27.0,26.0,
Sedan/Wagon,Niro,2021.0,Kia,Hybrid Electric,,,51.0,49.0,
Sedan/Wagon,Niro Electric,2021.0,Kia,Electric,123.0,112.0,,,
Sedan/Wagon,Niro FE,2021.0,Kia,Hybrid Electric,,,53.0,50.0,
Sedan/Wagon,Niro Plug-in Hybrid,2021.0,Kia,Plug-in Hybrid Electric,,105.0,48.0,46.0,
Sedan/Wagon,Niro Touring,2021.0,Kia,Hybrid Electric,,,46.0,43.0,
SUV,Sorento Hybrid,2021.0,Kia,Hybrid Electric,,,39.0,37.0,
SUV,Defender 110 MHEV,2021.0,Land Rover,Hybrid Electric,,,17.0,19.0,
SUV,Defender 90 MHEV,2021.0,Land Rover,Hybrid Electric,,,17.0,19.0,
SUV,Discovery MHEV,2021.0,Land Rover,Hybrid Electric,,,18.0,21.0,
SUV,Range Rover ,2021.0,Land Rover,Biodiesel (B20),,,22.0,24.0,
SUV,Range Rover MHEV,2021.0,Land Rover,Hybrid Electric,,,18.0,20.0,
SUV,Range Rover PHEV,2021.0,Land Rover,Plug-in Hybrid Electric,,42.0,18.0,19.0,
SUV,Range Rover Sport,2021.0,Land Rover,Biodiesel (B20),,,22.0,24.0,
SUV,Range Rover Sport MHEV,2021.0,Land Rover,Hybrid Electric,,,19.0,21.0,
SUV,Range Rover Sport PHEV,2021.0,Land Rover,Plug-in Hybrid Electric,,42.0,18.0,20.0,
SUV,Range Rover Velar P340 MHEV,2021.0,Land Rover,Hybrid Electric,,,20.0,22.0,
SUV,Range Rover Velar P400 MHEV,2021.0,Land Rover,Hybrid Electric,,,19.0,21.0,
Sedan/Wagon,ES 300h,2021.0,Lexus,Hybrid Electric,,,43.0,44.0,
Sedan/Wagon,LC 500h,2021.0,Lexus,Hybrid Electric,,,26.0,29.0,
Sedan/Wagon,LS 500h,2021.0,Lexus,Hybrid Electric,,,25.0,28.0,
Sedan/Wagon,LS 500h AWD,2021.0,Lexus,Hybrid Electric,,,23.0,26.0,
SUV,NX 300h AWD,2021.0,Lexus,Hybrid Electric,,,33.0,31.0,
SUV,RX 450h AWD,2021.0,Lexus,Hybrid Electric,,,31.0,30.0,
SUV,RX 450h L AWD,2021.0,Lexus,Hybrid Electric,,,29.0,29.0,
Sedan/Wagon,UX 250h,2021.0,Lexus,Hybrid Electric,,,43.0,42.0,
Sedan/Wagon,UX 250h AWD,2021.0,Lexus,Hybrid Electric,,,41.0,39.0,
SUV,Aviator AWD PHEV,2021.0,Lincoln,Plug-in Hybrid Electric,,56.0,22.0,23.0,
SUV,Corsair AWD PHEV,2021.0,Lincoln,Plug-in Hybrid Electric,,78.0,34.0,33.0,
Sedan/Wagon,AMG CLS 53 4MATIC+,2021.0,Mercedes-Benz,Hybrid Electric,,,21.0,23.0,
Sedan/Wagon,AMG E53 4MATIC+,2021.0,Mercedes-Benz,Hybrid Electric,,,22.0,25.0,
Sedan/Wagon,AMG E53 4MATIC+ (Convertible),2021.0,Mercedes-Benz,Hybrid Electric,,,21.0,23.0,
Sedan/Wagon,AMG E53 4MATIC+ (Coupe),2021.0,Mercedes-Benz,Hybrid Electric,,,21.0,24.0,
SUV,AMG GLE 53 4MATIC+,2021.0,Mercedes-Benz,Hybrid Electric,,,18.0,19.0,
SUV,AMG GLE 53 4MATIC+ Coupe,2021.0,Mercedes-Benz,Hybrid Electric,,,18.0,20.0,
SUV,AMG GLE 63 4MATIC+,2021.0,Mercedes-Benz,Hybrid Electric,,,15.0,16.0,
SUV,AMG GLE 63 S 4MATIC+ Coupe,2021.0,Mercedes-Benz,Hybrid Electric,,,15.0,17.0,
SUV,AMG GLS 63 4MATIC+,2021.0,Mercedes-Benz,Hybrid Electric,,,14.0,16.0,
Sedan/Wagon,AMG GT 43 4MATIC+,2021.0,Mercedes-Benz,Hybrid Electric,,,20.0,22.0,
Sedan/Wagon,AMG GT 53 4MATIC+,2021.0,Mercedes-Benz,Hybrid Electric,,,20.0,22.0,
Sedan/Wagon,CLS 450,2021.0,Mercedes-Benz,Hybrid Electric,,,23.0,26.0,
Sedan/Wagon,CLS 450 4MATIC,2021.0,Mercedes-Benz,Hybrid Electric,,,22.0,25.0,
Sedan/Wagon,E 450 4MATIC,2021.0,Mercedes-Benz,Hybrid Electric,,,23.0,26.0,
Sedan/Wagon,E 450 4MATIC,2021.0,Mercedes-Benz,Hybrid Electric,,,23.0,26.0,
Sedan/Wagon,E 450 4MATIC All-Terrain (wagon),2021.0,Mercedes-Benz,Hybrid Electric,,,22.0,24.0,
Sedan/Wagon,E 450 4MATIC (Convertible),2021.0,Mercedes-Benz,Hybrid Electric,,,23.0,25.0,
Sedan/Wagon,E 450 4MATIC (Coupe),2021.0,Mercedes-Benz,Hybrid Electric,,,23.0,25.0,
Sedan/Wagon,E 450 (Convertible),2021.0,Mercedes-Benz,Hybrid Electric,,,23.0,25.0,
Sedan/Wagon,E 450 (Coupe),2021.0,Mercedes-Benz,Hybrid Electric,,,23.0,26.0,
SUV,GLE 450 4MATIC,2021.0,Mercedes-Benz,Hybrid Electric,,,21.0,23.0,
SUV,GLE 580 4MATIC,2021.0,Mercedes-Benz,Hybrid Electric,,,17.0,19.0,
SUV,GLS 450 4MATIC,2021.0,Mercedes-Benz,Hybrid Electric,,,20.0,21.0,
SUV,GLS 580 4MATIC,2021.0,Mercedes-Benz,Hybrid Electric,,,16.0,18.0,
SUV,GLS 600 4MATIC Maybach,2021.0,Mercedes-Benz,Hybrid Electric,,,15.0,16.0,
Sedan/Wagon,S 500 4MATIC,2021.0,Mercedes-Benz,Hybrid Electric,,,20.0,24.0,
Sedan/Wagon,S 580 4MATIC,2021.0,Mercedes-Benz,Hybrid Electric,,,17.0,20.0,
Sedan/Wagon,S 580 4MATIC Maybach,2021.0,Mercedes-Benz,Hybrid Electric,,,16.0,19.0,
Sedan/Wagon,Cooper SE Countryman ALL4,2021.0,Mini,Plug-in Hybrid Electric,,73.0,29.0,29.0,
Sedan/Wagon,Cooper SE Hardtop 2 door,2021.0,Mini,Electric,115.0,108.0,,,
SUV,Outlander PHEV,2021.0,Mitsubishi,Plug-in Hybrid Electric,,74.0,26.0,26.0,
Sedan/Wagon,Leaf (40 kWh battery pack),2021.0,Nissan,Electric,123.0,111.0,,,
Sedan/Wagon,Leaf (62 kWh battery pack),2021.0,Nissan,Electric,118.0,108.0,,,FWD
Sedan/Wagon,Leaf SV/SL (62 kWh battery pack),2021.0,Nissan,Electric,114.0,104.0,,,
Sedan/Wagon,Polestar 2,2021.0,Polestar Automotive USA,Electric,96.0,92.0,,,
Sedan/Wagon,Polestar I,2021.0,Polestar Automotive USA,Plug-in Hybrid Electric,,58.0,22.0,26.0,
SUV,Cayenne e-Hybrid,2021.0,Porsche,Plug-in Hybrid Electric,,46.0,20.0,21.0,
SUV,Cayenne e-Hybrid Coupe,2021.0,Porsche,Plug-in Hybrid Electric,,46.0,20.0,21.0,
SUV,Cayenne Turbo S e-Hybrid,2021.0,Porsche,Plug-in Hybrid Electric,,42.0,17.0,18.0,
SUV,Cayenne Turbo S e-Hybrid Coupe,2021.0,Porsche,Plug-in Hybrid Electric,,42.0,17.0,18.0,
Sedan/Wagon,Panamera 4 E-Hybrid,2021.0,Porsche,Plug-in Hybrid Electric,,52.0,21.0,22.0,
Sedan/Wagon,Panamera 4 E-Hybrid Executive,2021.0,Porsche,Plug-in Hybrid Electric,,52.0,21.0,22.0,
