Category,Model,Model Year,Manufacturer,Fuel,Alternative Fuel Economy City,Alternative Fuel Economy Combined,Conventional Fuel Economy City,Conventional Fuel Economy Combined,Drivetrain
Vocational/Cab Chassis,220EV - Class 7,,Peterbilt,Electric,,,,,
Vocational/Cab Chassis,520,,Peterbilt,CNG - Compressed Natural Gas,,,,,
Refuse,520EV - Class 8,,Peterbilt,Electric,,,,,
Vocational/Cab Chassis,535 - Class 5,,Peterbilt,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,
Vocational/Cab Chassis,536 - Class 6,,Peterbilt,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,
Vocational/Cab Chassis,537 - Class 7,,Peterbilt,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,
Vocational/Cab Chassis,548 - Class 8,,Peterbilt,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,
TractorVocational/Cab Chassis,567 - Class 8,,Peterbilt,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,
Vocational/Cab ChassisTractor,579,,Peterbilt,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,
Tractor,579EV - Class 8,,Peterbilt,Electric,,,,,
Transit Bus,ZX5 35-Foot Bus - Class 8,,Proterra,Electric,,,,,
Transit Bus,ZX5+ 35-Foot Bus - Class 8,,Proterra,Electric,,,,,
Transit Bus,ZX5 40-Foot Bus - Class 8,,Proterra,Electric,,,,,
Transit Bus,ZX5+ 40-Foot Bus - Class 8,,Proterra,Electric,,,,,
Transit Bus,ZX5MAX 40-Foot Bus - Class 8,,Proterra,Electric,,,,,
Pickup,2500/3500 HD,,RAM,Biodiesel (B20),,,,,
Vocational/Cab Chassis,3500/4500/5500,,RAM,Biodiesel (B20),,,,,
Street Sweeper,A7 Tornado sweeper - Class 6,,Schwarze Industries,CNG - Compressed Natural Gas,,,,,
Street Sweeper,A7 Zephyr sweeper - Class 6,,Schwarze Industries,CNG - Compressed Natural Gas,,,,,
Street Sweeper,M6 Avalanche,,Schwarze Industries,CNG - Compressed Natural Gas,,,,,
Passenger Van/Shuttle Bus,Allstar 22,,Starcraft,Electric,,,,,
School Bus,E-Quest,,Starcraft,Electric,,,,,
School Bus,E-Quest XL,,Starcraft,Electric,,,,,
School Bus,Minotour - Class 4,,Thomas Built,CNG - Compressed Natural Gas|Propane,,,,,
Passenger Van/Shuttle Bus,Minotour Activity - Class 4,,Thomas Built,CNG - Compressed Natural Gas|Propane,,,,,
Passenger Van/Shuttle Bus,Saf-T-Liner C2 Activity,,Thomas Built,CNG - Compressed Natural Gas,,,,,
School Bus,Saf-T-Liner C2 Jouley,,Thomas Built,Electric,,,,,
School Bus,Saf-T-Liner HDX - Class 8,,Thomas Built,CNG - Compressed Natural Gas,,,,,
Passenger Van/Shuttle Bus,Saf-T-Liner HDX Activity - Class 8,,Thomas Built,CNG - Compressed Natural Gas,,,,,
Passenger Van/Shuttle Bus,Transit-Liner C2,,Thomas Built,CNG - Compressed Natural Gas,,,,,
Passenger Van/Shuttle Bus,Transit-Liner HDX,,Thomas Built,CNG - Compressed Natural Gas,,,,,
Tractor,Pro Spotter,,TICO,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,
Passenger Van/Shuttle Bus,Ford - Odyssey,,Turtle Top,Propane|CNG - Compressed Natural Gas,,,,,
Passenger Van/Shuttle Bus,Ford - Odyssey XL,,Turtle Top,CNG - Compressed Natural Gas|Propane,,,,,
Passenger Van/Shuttle Bus,Ford - Terra Transit,,Turtle Top,Electric,,,,,
Passenger Van/Shuttle Bus,Ford - Van Terra,,Turtle Top,CNG - Compressed Natural Gas|Propane,,,,,
Passenger Van/Shuttle Bus,Ford - VT3,,Turtle Top,Propane|CNG - Compressed Natural Gas,,,,,
Street Sweeper,500x,,TYMCO,CNG - Compressed Natural Gas,,,,,
Street Sweeper,600,,TYMCO,CNG - Compressed Natural Gas,,,,,
Street Sweeper,HSP,,TYMCO,CNG - Compressed Natural Gas,,,,,
Step Van,(various models),,Utilimaster,Electric,,,,,
Transit Bus,CX45E,,Van Hool,Electric,,,,,
Tractor,VNR Electric - Class 8,,Volvo,Electric,,,,,
Step Van,C-Series,,Workhorse,Electric,,,,,
