año,mes,dia,taxi,viajes_totales,distancia_total,distancia_prom,tarifa_total,tarifa_prom
2019,6,20,green,18042,58528.96,3.244039463474116,318068.94,17.629361489857
2019,6,21,green,18501,61274.52,3.311957191503162,334004.34,18.053312793903032
2019,6,22,green,17837,58841.79,3.298861355609127,302473.76,16.957658799125415
2019,6,23,green,15161,52220.61,3.4444040630565267,265147.67,17.488798232306575
2019,6,24,green,15757,54021.58,3.428417846036682,284613.1,18.06264517357365
2019,6,25,green,16259,53654.33,3.299977243372901,287334.15,17.672313795436374
2019,6,26,green,17089,56384.61,3.2994680788811515,306951.65,17.961943355374803
2019,6,27,green,17288,58039.65,3.3572217723276263,318562.31,18.42678794539565
2019,6,28,green,18685,60197.45,3.221699223976452,324315.34,17.356989028632594
2019,6,29,green,17287,55445.35,3.207343668652745,289085.82,16.72272921848788
2019,6,30,green,14173,47140.03,3.326044591829535,241286.74,17.024394270796584
2019,7,1,green,15074,50364.96,3.341180841183495,263658.59,17.490950643492106
2019,7,2,green,15271,50949.31,3.33634405081527,267373.91000000003,17.508605199397554
2019,7,3,green,16045,52965.93,3.3010863197257714,283893.73,17.693594889373635
2019,7,4,green,10191,33631.27,3.300095182023353,169343.84,16.61699931311942
2019,7,5,green,14160,45822.53,3.2360543785310734,233447.6,16.486412429378532
2019,7,6,green,14038,45472.11,3.2392157002422,228824.58,16.300368998432827
2019,7,7,green,13155,46004.15,3.4970847586469023,226163.93,17.192240973014062
2019,7,8,green,14468,48306.4,3.3388443461432127,252817.59,17.47425974564556
2019,7,9,green,15144,51978.61,3.432290676175383,271503.41000000003,17.928117406233493
2019,7,10,green,15821,52446.07,3.3149655521142787,280960.89,17.758731432905634
2019,7,11,green,17159,53566.3,3.121761174893642,294016.78,17.13484352234979
2019,7,12,green,17170,55357.61,3.224089108910891,292148.24,17.01504018637158
2019,7,13,green,17472,59263.29,3.3919007554945058,291973.4,16.710931776556777
2019,7,14,green,14003,47343.85,3.3809790759123044,238881.17,17.059285153181463
2019,7,15,green,14566,49264.18,3.382135109158314,257641.16,17.687845667993958
2019,7,16,green,15453,52274.1,3.382780042710153,277348.96,17.947903966867276
2019,7,17,green,17141,54423.48,3.1750469634210376,299063.41000000003,17.447255702701128
2019,7,18,green,16162,53128.4,3.2872416780101474,288072.22000000003,17.82404529142433
2019,7,19,green,17784,57469.64,3.231536212325686,309768.93,17.418405870445344
2019,7,20,green,15514,49887.24,3.2156271754544283,253894.72,16.365522753641873
2019,7,21,green,13143,43297.77,3.294359735220269,215250.31,16.37756296127216
2019,7,22,green,15284,49201.95,3.219180188432347,259583.94,16.98403166710285
2019,7,23,green,14660,50341.37,3.4339270122783083,266271.93,18.163160300136425
2019,7,24,green,15466,53743.24,3.474928229665072,286641.56,18.53365834734256
2019,7,25,green,15991,54068.34,3.381173159902445,290779.63,18.18395534988431
2019,7,26,green,16680,55279.0,3.3140887290167864,299313.46,17.944452038369306
2019,7,27,green,15805,53111.08,3.3603973426130973,273488.77,17.303939892439104
2019,7,28,green,13653,46693.74,3.420035157108328,237852.83,17.421286896652752
2019,7,29,green,14080,47063.53,3.3425802556818183,247992.01,17.613068892045455
2019,7,30,green,14878,49781.7,3.3459940852265087,265936.66,17.874489850786393
2019,7,31,green,15264,50398.42,3.301783280922432,274467.7,17.981374475890988
2019,8,1,green,16317,55662.7,3.411331739903168,297820.61,18.252167065024206
2019,8,2,green,16996,57562.44,3.386822781831019,305000.4,17.945422452341727
2019,8,3,green,15784,52322.14,3.314884693360365,268991.36,17.04202736948809
2019,8,4,green,13605,46583.19,3.423975744211687,238427.42,17.52498493201029
2019,8,5,green,13945,49270.03,3.5331681606310505,258132.86,18.51078235926856
2019,8,6,green,14605,52304.42,3.581268058883944,272544.21,18.66102088325916
2019,8,7,green,15406,51876.42,3.367286771387771,279006.85,18.110271971958976
2019,8,8,green,15929,54150.16,3.399470148785235,291353.3,18.290746437315587
2019,8,9,green,16379,55667.64,3.3987203125953966,297903.49,18.18813663837841
2019,8,10,green,15021,52621.83,3.503217495506292,265173.71,17.653532387990147
2019,8,11,green,9995,33379.82,3.3396518259129566,173334.12,17.34208304152076
2019,8,12,green,12749,44763.1,3.51110675347086,232314.21,18.22215154129736
2019,8,13,green,13804,46905.01,3.3979288611996523,249331.1,18.06223558388873
2019,8,14,green,14678,50786.31,3.460029295544352,268107.55,18.265945632920012
2019,8,15,green,15166,53159.9,3.505202426480285,279786.94,18.448301463800608
2019,8,16,green,15761,52477.93,3.3296066239451814,281428.67,17.856016115728696
2019,8,17,green,15182,51347.04,3.382099855091556,261398.28,17.217644579106835
2019,8,18,green,13093,45659.81,3.4873451462613607,231811.3,17.704979760177196
2019,8,19,green,13122,45529.68,3.469721079103796,241017.02,18.36739978661789
2019,8,20,green,13891,47877.59,3.446662587286732,253839.02,18.27363184795911
2019,8,21,green,14586,51750.42,3.5479514603044016,269536.07,18.479094337035512
2019,8,22,green,15461,53608.67,3.467348166354052,282254.39,18.255894832158337
2019,8,23,green,15260,50944.81,3.338454128440367,270762.81,17.743303407601573
2019,8,24,green,14248,50063.23,3.513702274003369,254256.56,17.845070185289163
2019,8,25,green,12206,42828.7,3.5088235294117647,217098.08,17.78617728985745
2019,8,26,green,13157,47431.71,3.605055103747055,244852.02,18.610019001292088
2019,8,27,green,13820,52946.65,3.831161360347323,270504.76,19.57342691751085
2019,8,28,green,14622,53059.26,3.628727944193681,277605.55,18.985470523868145
2019,8,29,green,15061,56305.78,3.7385153708253114,293186.29,19.466588539937582
2019,8,30,green,15794,56207.46,3.558785614790427,293080.87,18.556468912245155
2019,8,31,green,14016,51281.11,3.6587549942922375,256736.02,18.317353025114155
2019,9,1,green,12725,49479.61,3.888377996070727,243072.9,19.10199607072692
2019,9,2,green,9925,37606.1,3.789027707808564,183945.66,18.5335677581864
2019,9,3,green,14420,52439.31,3.636567961165048,276262.55,19.15829056865465
2019,9,4,green,15479,55987.23,3.616979779055495,299168.21,19.32736029459268
2019,9,5,green,15974,58450.56,3.659106047326906,310424.73,19.43312445223488
2019,9,6,green,16589,54927.0,3.311049490626319,302955.38,18.262425703779613
2019,9,7,green,15316,52290.27,3.4140944110733877,270746.73,17.677378558370332
2019,9,8,green,13175,49184.17,3.7331438330170776,250096.29,18.982640607210627
2019,9,9,green,14212,48771.76,3.4317309316070927,262852.34,18.49509850830285
2019,9,10,green,14661,51388.74,3.5051319828115406,265013.19,18.076065070595455
2019,9,11,green,15578,53754.69,3.450679804852998,291360.06,18.703303376556683
2019,9,12,green,16932,58233.45,3.4392540751240253,314848.57,18.594883652256083
2019,9,13,green,16714,56264.42,3.366304894100754,308544.47000000003,18.46024111523274
2019,9,14,green,15629,54618.33,3.494678482308529,280443.62,17.94379806769467
2019,9,15,green,13056,46306.43,3.54675474877451,237360.64,18.18019607843137
2019,9,16,green,14636,49909.18,3.410028696365127,268350.95,18.334992484285326
2019,9,17,green,14789,51877.07,3.507814591926432,281310.68,19.021616065994998
2019,9,18,green,15767,56483.59,3.582392972664425,301177.68,19.10177459250333
2019,9,19,green,16345,56221.89,3.43969960232487,307488.74,18.812403793208933
2019,9,20,green,17091,57532.69,3.366256509273887,317177.82,18.558177988414958
2019,9,21,green,16428,55533.59,3.3804230581933283,290535.96,17.685412710007306
2019,9,22,green,13525,48499.93,3.585946765249538,247252.52,18.28114750462107
2019,9,23,green,14862,51530.34,3.4672547436415018,278021.63,18.70687861660611
2019,9,24,green,15321,55734.88,3.637809542458064,296536.88,19.35492983486717
2019,9,25,green,16140,58003.66,3.593783147459728,312300.71,19.3494863692689
2019,9,26,green,16497,58759.94,3.5618560950475846,318069.26,19.280430381281445
2019,9,27,green,16789,57993.91,3.454280183453452,314345.01,18.723271785097385
2019,9,28,green,15088,52767.43,3.4973111081654293,270564.33,17.93241847826087
2019,9,29,green,12517,45115.71,3.604354877366781,230631.43,18.42545578013901
2019,9,30,green,12819,44857.27,3.4992799750370542,231366.1,18.048685544894298
2019,10,1,green,14268,49936.44,3.499890664423886,261193.62,18.30625315391085
2019,10,2,green,16047,56147.97,3.4989699009160597,303219.01,18.89568205895183
2019,10,3,green,16954,57644.25,3.400038339035036,315718.02,18.62203727733868
2019,10,4,green,17617,61542.6,3.493364363966623,334296.68,18.97580064710223
2019,10,5,green,16107,54633.43,3.3919060036009188,283589.28,17.606585956416467
2019,10,6,green,13257,47441.2,3.5785773553594327,240496.65,18.141106585200276
2019,10,7,green,14963,53225.54,3.5571436209316314,283544.56,18.94971329278888
2019,10,8,green,15534,54610.39,3.515539461825673,292431.77,18.825271662160425
2019,10,9,green,14868,51080.57,3.4356046542910947,272158.36,18.3049744417541
2019,10,10,green,16338,57555.39,3.522792875504958,320732.9,19.63109927775737
2019,10,11,green,17116,60025.41,3.50697651320402,327210.88,19.117251694321105
2019,10,12,green,15486,51981.07,3.3566492315639933,276061.42,17.826515562443497
2019,10,13,green,13078,46235.76,3.535384615384616,241825.59,18.491022327573024
2019,10,14,green,11148,39473.82,3.540888051668461,203809.36,18.282145676354503
2019,10,15,green,15043,55550.07,3.6927521106162335,294903.15,19.604011832746128
2019,10,16,green,16561,56760.54,3.427361874282954,311483.14,18.80823259465008
2019,10,17,green,16698,60756.92,3.638574679602348,323938.35,19.39982932087675
2019,10,18,green,17656,62865.22,3.5605584503851384,341660.17,19.35093849116448
2019,10,19,green,15794,54701.38,3.4634278840065846,286892.55,18.164654299100924
2019,10,20,green,12940,45017.76,3.478961360123648,233919.68,18.077255023183927
2019,10,21,green,14811,54729.53,3.695194787657822,292377.8,19.740584700560397
2019,10,22,green,15509,55325.52,3.567317041717712,300274.11,19.361281191566185
2019,10,23,green,15696,57535.12,3.6655912334352703,313716.77,19.987052115188582
2019,10,24,green,16202,59565.26,3.676414022960128,325878.47000000003,20.11347179360573
2019,10,25,green,16897,59870.1,3.543238444694324,327825.87,19.4014245132272
2019,10,26,green,15684,54491.53,3.474338816628411,289926.06,18.48546671767406
2019,10,27,green,11780,41906.94,3.55746519524618,218895.58,18.58196774193549
2019,10,28,green,14882,55044.35,3.69871993011692,295671.23,19.86770796935896
2019,10,29,green,15636,56559.92,3.6172883090304415,307622.35,19.67397991813763
2019,10,30,green,15640,58135.54,3.717106138107417,311732.44,19.93174168797954
2019,10,31,green,16144,57694.32,3.573731417244797,311277.67,19.28132247274529
2019,11,1,green,18096,60628.15,3.350361958443855,338018.24,18.67916887709991
2019,11,2,green,15658,52640.43,3.361887214203602,276332.61,17.648014433516412
2019,11,3,green,12103,41252.37,3.4084417086672727,217596.19,17.978698669751303
2019,11,4,green,15173,55214.81,3.639017333421208,296976.37,19.57268635075463
2019,11,5,green,14325,51689.76,3.608360209424084,271100.28,18.92497591623037
2019,11,6,green,15742,57359.79,3.643742218269597,311868.52,19.81123872443146
2019,11,7,green,16834,58342.78,3.465770464536058,322171.54,19.138145419983367
2019,11,8,green,17718,60536.42,3.416662151484366,332813.47000000003,18.783918613839035
2019,11,9,green,15662,51966.35,3.3179894010981994,270395.53,17.264431745626357
2019,11,10,green,12917,45198.19,3.4991244096926533,237153.78,18.359818843384687
2019,11,11,green,11912,40593.03,3.407742612491605,214635.85,18.018456178643387
2019,11,12,green,16243,57369.22,3.531934987379179,312686.98,19.250568244782368
2019,11,13,green,15878,55777.29,3.512866230003779,306003.72000000003,19.272182894571102
2019,11,14,green,16506,58401.69,3.538209741912032,316987.4,19.20437416696959
2019,11,15,green,17153,58143.41,3.389693348102373,323122.31,18.837655803649508
2019,11,16,green,15678,52268.55,3.3338786835055494,275701.95,17.58527554535017
2019,11,17,green,12929,45528.73,3.5214424936189963,237808.17,18.39339237373347
2019,11,18,green,15044,51137.47,3.3991936984844457,283283.28,18.83031640521138
2019,11,19,green,14977,52904.57,3.5323876610803238,291554.7,19.46682913801162
2019,11,20,green,16021,39730.25,2.479885774920417,307885.32,19.21760938767867
2019,11,21,green,16244,-140.4700000000007,-0.0086475006156119,318409.23,19.601651686776652
2019,11,22,green,17558,22390.91,1.2752540152636975,331068.41000000003,18.855701674450398
2019,11,23,green,15367,16477.579999999998,1.072270449664866,275743.35,17.94386347367736
2019,11,24,green,12169,20320.46,1.6698545484427645,218311.25,17.939949872627167
2019,11,25,green,14504,943.8199999999998,0.065073083287369,281377.4,19.399986210700497
2019,11,26,green,15173,32565.29,2.1462657351875043,303363.58,19.993645290977398
2019,11,27,green,15807,47803.33,3.024187385335611,297719.4,18.834655532359083
2019,11,28,green,11275,39518.24,3.504943680709534,216400.47,19.19294634146341
2019,11,29,green,11730,34076.03,2.905032395566922,199270.39,16.988098039215686
2019,11,30,green,13071,39379.95,3.0127725499196694,222989.57,17.05987070614337
2019,12,1,green,11145,32156.34,2.8852705248990578,186029.66,16.69175953342306
2019,12,2,green,13933,45471.71,3.2635979329649034,250928.59,18.009659800473695
2019,12,3,green,15252,52533.19,3.444347626540781,291868.86,19.13643194335169
2019,12,4,green,16076,56757.41,3.530567927345111,312820.05,19.45882371236626
2019,12,5,green,17277,136802.16999999998,7.918166927128551,340642.52,19.71653180529027
2019,12,6,green,17883,49592.84,2.773183470334955,341705.01,19.10781244757591
2019,12,7,green,16501,49347.66,2.9905860250893888,292545.43,17.7289515786922
2019,12,8,green,13306,42533.74,3.1965834961671424,248377.12,18.666550428378176
2019,12,9,green,15030,45562.4,3.031430472388556,289002.78,19.22839520958084
2019,12,10,green,15807,51029.28,3.2282710191687225,313503.51,19.833207439741887
2019,12,11,green,15955,51565.36,3.2319247884675653,310208.31,19.442701974302725
2019,12,12,green,17535,55191.08,3.147481037924152,342870.34,19.55348388936413
2019,12,13,green,18169,56284.14,3.097811657218339,340195.74,18.723966096097747
2019,12,14,green,16253,51673.82,3.179340429459177,296804.4,18.2615147972682
2019,12,15,green,13961,45315.09,3.2458341093044907,256481.89,18.371312226917844
2019,12,16,green,15398,49353.36,3.2051798934926614,293459.48,19.05828549162229
2019,12,17,green,15708,52190.2,3.322523554876496,299081.12,19.04005092946269
2019,12,18,green,16412,55838.75,3.4023123324396782,317760.48,19.361472093590056
2019,12,19,green,17295,58888.11,3.404921075455334,330137.06,19.08858398381035
2019,12,20,green,17326,58468.56,3.374613875101004,329499.44,19.017628996883296
2019,12,21,green,14758,50394.95,3.4147547093102046,266256.55,18.04150630166689
2019,12,22,green,11807,41913.49,3.549884814093334,220128.94,18.64393495384094
2019,12,23,green,13439,47129.77,3.5069402485303964,255421.18,19.00596621772453
2019,12,24,green,13128,42650.06,3.2487858013406457,228627.94,17.41529098110908
2019,12,25,green,7551,30991.35,4.104270957489074,149890.67,19.850439676863992
2019,12,26,green,11128,29560.78,2.656432422717469,204118.75,18.342806434219984
2019,12,27,green,12465,43891.83,3.5212057761732853,232724.96,18.67027356598476
2019,12,28,green,12129,42700.63,3.520540028031989,220779.04,18.20257564514799
2019,12,29,green,11040,38450.52,3.482836956521739,202781.74,18.367911231884055
2019,12,30,green,15055,57936.57,3.848327465958153,282559.44,18.76847824642976
2019,12,31,green,16510,60979.37,3.693480920654149,299605.93,18.146937007874016
2019,1,1,yellow,189432,671065.96,3.542516364711348,3211108.32,16.951245407322943
2019,1,2,yellow,198737,643724.5,3.2390772729788617,3351984.76,16.86643533916684
2019,1,3,yellow,223965,670797.39,2.9950991896055186,3578111.72,15.97620931842029
2019,1,4,yellow,236089,671178.58,2.842904921449114,3699512.52,15.66999106269246
2019,1,5,yellow,236506,633754.09,2.679653328033961,3381144.51,14.296231427532495
2019,1,6,yellow,208823,646225.39,3.094608304640772,3244994.04,15.539447474655567
2019,1,7,yellow,228816,660596.64,2.887021187329557,3643272.79,15.922281614922031
2019,1,8,yellow,237310,665699.96,2.8051913530824657,3736089.33,15.74349723989718
2019,1,9,yellow,255868,709141.65,2.771513632029015,4022395.4,15.720587959416571
2019,1,10,yellow,281863,775625.8,2.7517829583875857,4462998.8,15.833929249316157
2019,1,11,yellow,291714,798758.82,2.738157304757399,5250945.39,18.000320142331187
2019,1,12,yellow,265115,703582.68,2.6538772985308263,3889533.8,14.671119325575694
2019,1,13,yellow,227502,674544.88,2.9650063735703425,3481399.9,15.302722173871
2019,1,14,yellow,245082,696843.59,2.8433079132698444,3983683.96,16.25449425090378
2019,1,15,yellow,267370,745334.22,2.787650895762426,4244788.44,15.876083479821972
