año,mes,dia,taxi,viajes_totales,distancia_total,distancia_prom,tarifa_total,tarifa_prom
2019,4,2,green,20641,79842.38,3.8681449542173354,392732.19,19.02680054260937
2019,4,3,green,21354,85242.6,3.991879741500422,420115.7,19.67386438138054
2019,4,4,green,22357,87825.52,3.928323120275529,438249.42,19.60233573377465
2019,4,5,green,23393,85101.05,3.63788526482281,433954.99,18.550634377805327
2019,4,6,green,21247,78197.78,3.680415117428343,382178.99,17.987433049371674
2019,4,7,green,18069,72635.12,4.019874923902817,341721.91000000003,18.91205434722453
2019,4,8,green,17798,61249.7,3.441381054051017,329849.6,18.53295875941117
2019,4,9,green,19085,66184.7,3.46789101388525,354137.26,18.55579041131779
2019,4,10,green,19312,67850.37,3.513378728251864,364312.26,18.864553645401823
2019,4,11,green,20265,70279.41,3.4680192450037013,378796.2,18.69213915618061
2019,4,12,green,21238,68793.63,3.239176476127696,377735.81,17.785846595724646
2019,4,13,green,19482,66101.12,3.3929329637614205,343928.7,17.653664921465968
2019,4,14,green,16182,55380.37,3.4223439624273886,281150.48,17.374272648621925
2019,4,15,green,18396,60973.32,3.314487932159165,329625.44,17.918321374211786
2019,4,16,green,18432,64298.99,3.4884434678819445,346122.33,18.778338216145837
2019,4,17,green,19245,67132.5,3.488308651597817,366677.05,19.05310730059756
2019,4,18,green,20012,67849.53,3.390442234659204,377416.07,18.85948780731561
2019,4,19,green,18352,60592.21,3.30166793809939,321465.57,17.51665050130776
2019,4,20,green,18455,59743.96,3.237277702519642,307592.21,16.667147656461665
2019,4,21,green,16066,56569.58,3.5210743184364497,282653.84,17.59329266774555
2019,4,22,green,16239,54333.28,3.3458513455262024,292326.79,18.00152657183324
2019,4,23,green,16863,59112.73,3.505469370811837,316807.35,18.787128624799852
2019,4,24,green,18018,64552.75,3.582681207681208,343850.54,19.08372405372405
2019,4,25,green,18972,65023.59,3.4273450347881087,354140.32,18.666472696605524
2019,4,26,green,19245,60586.78,3.1481829046505587,332548.7,17.279745388412575
2019,4,27,green,18674,61801.15,3.309475741672914,319718.8,17.121066723787084
2019,4,28,green,15590,53884.67,3.4563611289288003,272897.82,17.504670942912124
2019,4,29,green,17135,59693.26,3.4837035307849438,323628.02,18.886957688940765
2019,4,30,green,17867,61591.45,3.447218335478816,338866.35,18.966046342418984
2019,5,1,green,18886,62406.6,3.304384199936461,346651.14,18.354926400508315
2019,5,2,green,19479,63762.06,3.2733744032034497,358197.48,18.388904974588016
2019,5,3,green,20384,65765.87,3.226347625588697,369291.94,18.116755298273155
2019,5,4,green,19137,62903.48,3.287008413021895,331199.94,17.30678476250196
2019,5,5,green,15061,48675.6,3.2318969523935994,256079.57,17.00282650554412
2019,5,6,green,16394,57271.18,3.4934232036110773,310787.77,18.957409418079788
2019,5,7,green,17737,60631.67,3.418372329029712,327267.85,18.45113886226532
2019,5,8,green,18021,63682.66,3.533802785638977,341407.75,18.944994728372453
2019,5,9,green,18715,63638.74,3.4004135720010686,344839.79,18.425850387389797
2019,5,10,green,19253,65360.27,3.394809640056095,353015.51,18.335610554199345
2019,5,11,green,18362,60146.13,3.275576189957521,315118.44,17.161444287114694
2019,5,12,green,15951,51912.13,3.254474954548304,270905.47000000003,16.98360416274842
2019,5,13,green,17419,56934.9,3.268551581606292,315601.71,18.11824501980596
2019,5,14,green,17748,59611.15,3.358753098940726,325138.88,18.3197475771918
2019,5,15,green,17991,61605.51,3.4242404535601136,338287.78,18.80316713912512
2019,5,16,green,18797,64447.7,3.428616268553492,355024.48,18.887294781082087
2019,5,17,green,19397,65222.95,3.362527710470691,357193.58,18.41488786925813
2019,5,18,green,20296,67344.34,3.318108986992511,353468.13,17.415654808829327
2019,5,19,green,16419,54382.68,3.3121797917047324,280623.32,17.091377063158536
2019,5,20,green,16600,57903.47,3.488160843373494,308049.36,18.557190361445784
2019,5,21,green,17053,58837.66,3.450282061807307,317721.21,18.631396821673608
2019,5,22,green,17772,61875.49,3.481627841548504,335680.7,18.88817803286068
2019,5,23,green,18048,61804.31,3.424440935283688,337010.97000000003,18.673036901595747
2019,5,24,green,18308,62931.37,3.437370002184837,337131.01,18.414409547738693
2019,5,25,green,15782,52652.3,3.33622481307819,265879.62,16.847016854644533
2019,5,26,green,14213,47867.92,3.3678969957081546,241044.28,16.95942306339267
2019,5,27,green,11659,39629.74,3.3990685307487776,198468.6,17.02278068444978
2019,5,28,green,16613,57725.64,3.4747270210076446,305210.09,18.371762475170048
2019,5,29,green,17640,59132.84,3.3522018140589567,323058.46,18.3139716553288
2019,5,30,green,18207,60439.25,3.319561157796452,333058.44,18.292878563189984
2019,5,31,green,18068,62506.25,3.459500221385876,335564.4,18.5723046269648
2019,6,1,green,18435,61116.23,3.315228098725251,314892.09,17.081209113100083
2019,6,2,green,16032,56337.58,3.5140706087824354,281915.31,17.584537799401197
2019,6,3,green,16342,57818.64,3.538039407661241,305657.62,18.703807367519275
2019,6,4,green,12415,44157.95,3.556822392267418,227127.33,18.294589609343536
2019,6,5,green,15989,54623.58,3.416322471699293,287360.6,17.972393520545374
2019,6,6,green,17979,62484.71,3.475427443128094,318512.88,17.715828466544302
2019,6,7,green,19136,63623.41,3.324801943979933,330250.78,17.25808841973244
2019,6,8,green,18017,59476.56,3.30113559416107,295639.35,16.408911028473106
2019,6,9,green,15302,52738.14,3.4464867337602927,249378.34,16.297107567638218
2019,6,10,green,16204,54586.57,3.3687095778820044,272594.83,16.822687607998027
2019,6,11,green,16186,56984.96,3.520632645496108,287912.01,17.78771839861609
2019,6,12,green,17258,57923.56,3.3563309769382315,300037.27,17.38540213234442
2019,6,13,green,18489,60998.37,3.299170858348208,324290.99,17.539671696684515
2019,6,14,green,18826,62403.45,3.314748220546053,334469.04,17.766335918410707
2019,6,15,green,18255,61478.82,3.3677797863599013,315120.61,17.262153382634892
2019,6,16,green,15052,49731.81,3.304000132872708,254004.95,16.875162769067234
2019,6,17,green,15957,53314.4,3.341129284953312,281035.86,17.612073698063544
2019,6,18,green,16753,52852.68,3.154818838417,291386.22000000003,17.39307706082493
2019,6,19,green,17479,57863.48,3.3104571199725386,313002.53,17.90734767435208
