Vehicle ID,Fuel ID,Fuel Configuration ID,Manufacturer ID,Model,Model Year,Alternative Fuel Economy City,Alternative Fuel Economy Combined,Conventional Fuel Economy City,Conventional Fuel Economy Combined,Manufacturer,Category,Fuel Code,Fuel,Drivetrain
11565,11,1.0,221,Sequoia 4WD,2016,13.0,,9.0,,Toyota,SUV,E85_GSLN,Ethanol (E85),
11566,11,1.0,221,Tundra 2WD/4WD,2016,13.0,,9.0,,Toyota,Pickup,E85_GSLN,Ethanol (E85),
11611,41,1.0,347,e-Golf,2016,126.0,,,,Volkswagen,Sedan/Wagon,ELEC,Electric,
11597,45,1.0,347,Jetta Hybrid,2016,42.0,,,,Volkswagen,Sedan/Wagon,HYBR,Hybrid Electric,
11627,57,9.0,395,XC90 T8 Plug-in Hybrid,2016,,,,,Volvo,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,
11329,57,3.0,377,A3 e-tron,2015,,,,,Audi,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,
11392,11,5.0,377,A4 Quattro,2015,15.0,,22.0,,Audi,Sedan/Wagon,E85_GSLN,Ethanol (E85),
11394,11,5.0,377,A5 Cabriolet Quattro,2015,15.0,,20.0,,Audi,Sedan/Wagon,E85_GSLN,Ethanol (E85),
11393,11,5.0,377,A5 Quattro,2015,15.0,,22.0,,Audi,Sedan/Wagon,E85_GSLN,Ethanol (E85),
11395,11,5.0,377,Allroad Quattro,2015,15.0,,21.0,,Audi,Sedan/Wagon,E85_GSLN,Ethanol (E85),
11396,11,5.0,377,Q5 AWD,2015,14.0,,20.0,,Audi,SUV,E85_GSLN,Ethanol (E85),
11358,45,9.0,377,Q5 Hybrid AWD,2015,,,24.0,,Audi,SUV,HYBR,Hybrid Electric,
11397,11,5.0,355,Continental Flying Spur,2015,9.0,,12.0,,Bentley Motors,Sedan/Wagon,E85_GSLN,Ethanol (E85),
11398,11,5.0,355,Continental GT,2015,9.0,,12.0,,Bentley Motors,Sedan/Wagon,E85_GSLN,Ethanol (E85),
11399,11,5.0,355,Continental GTC,2015,9.0,,12.0,,Bentley Motors,Sedan/Wagon,E85_GSLN,Ethanol (E85),
11359,45,9.0,211,ActiveHybrid 3,2015,,,25.0,,BMW,Sedan/Wagon,HYBR,Hybrid Electric,
11360,45,9.0,211,ActiveHybrid 5,2015,,,23.0,,BMW,Sedan/Wagon,HYBR,Hybrid Electric,
11361,45,9.0,211,ActiveHybrid 7,2015,,,22.0,,BMW,Sedan/Wagon,HYBR,Hybrid Electric,
11344,41,1.0,211,i3,2015,137.0,,,,BMW,Sedan/Wagon,ELEC,Electric,
11331,57,9.0,211,i3 w/Range Extender,2015,117.0,,,,BMW,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,
11330,57,3.0,211,i8,2015,76.0,,,,BMW,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,
11471,11,5.0,235,LaCrosse FWD/AWD,2015,14.0,,18.0,,Buick,Sedan/Wagon,E85_GSLN,Ethanol (E85),
11469,11,5.0,235,Regal FWD/AWD,2015,,,,,Buick,Sedan/Wagon,E85_GSLN,Ethanol (E85),
11470,11,5.0,235,Verano,2015,,,,,Buick,Sedan/Wagon,E85_GSLN,Ethanol (E85),
11400,11,5.0,231,ATS RWD/AWD,2015,,,,,Cadillac,Sedan/Wagon,E85_GSLN,Ethanol (E85),
11332,57,9.0,231,ELR,2015,82.0,,31.0,,Cadillac,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,
11426,11,5.0,215,Caprice Police Patrol Vehicle,2015,,,,,Chevrolet,Sedan/Wagon,E85_GSLN,Ethanol (E85),
11421,11,5.0,215,Captiva,2015,15.0,,20.0,,Chevrolet,SUV,E85_GSLN,Ethanol (E85),
11287,35,1.0,215,Cruze,2015,27.0,,,,Chevrolet,Sedan/Wagon,BD,Biodiesel (B20),
11423,11,5.0,215,Equinox,2015,,,,,Chevrolet,SUV,E85_GSLN,Ethanol (E85),
11422,11,5.0,215,Equinox,2015,15.0,,22.0,,Chevrolet,SUV,E85_GSLN,Ethanol (E85),
11419,11,5.0,215,Express 2500/3500,2015,8.0,,11.0,,Chevrolet,Van,E85_GSLN,Ethanol (E85),
11285,35,1.0,215,Express 2500/3500,2015,,,,,Chevrolet,Van,BD,Biodiesel (B20),
11304,3,1.0,215,Express 2500/3500,2015,,,,,Chevrolet,Van,CNG,CNG - Compressed Natural Gas,
11305,3,1.0,215,Express 3500/4500,2015,,,,,Chevrolet,Vocational/Cab Chassis,CNG,CNG - Compressed Natural Gas,
11286,35,1.0,215,Express 3500/4500,2015,,,,,Chevrolet,Vocational/Cab Chassis,BD,Biodiesel (B20),
11327,55,1.0,215,Express 3500/4500,2015,,,,,Chevrolet,Vocational/Cab Chassis,LPG,Propane,
11303,37,3.0,215,Impala,2015,,,,,Chevrolet,Sedan/Wagon,CNG_GSLN,CNG - Bi-fuel,
11424,11,5.0,215,Impala,2015,14.0,,29.0,,Chevrolet,Sedan/Wagon,E85_GSLN,Ethanol (E85),
11097,37,3.0,215,Impala,2015,,,,,Chevrolet,Sedan/Wagon,CNG_GSLN,CNG - Bi-fuel,
11425,11,5.0,215,Impala Limited Police,2015,14.0,,29.0,,Chevrolet,Sedan/Wagon,E85_GSLN,Ethanol (E85),
11401,11,5.0,215,Silverado 1500 2WD/4WD,2015,12.0,,16.0,,Chevrolet,Pickup,E85_GSLN,Ethanol (E85),
11404,11,5.0,215,Silverado 1500 2WD/4WD,2015,12.0,,18.0,,Chevrolet,Pickup,E85_GSLN,Ethanol (E85),
11407,11,5.0,215,Silverado 1500 Cab-chassis 2WD/4WD,2015,11.0,,16.0,,Chevrolet,Vocational/Cab Chassis,E85_GSLN,Ethanol (E85),
11409,11,5.0,215,Silverado 1500 Cab-chassis 2WD/4WD,2015,11.0,,15.0,,Chevrolet,Vocational/Cab Chassis,E85_GSLN,Ethanol (E85),
11405,11,5.0,215,Silverado 1500 Special Services 2WD/4WD,2015,12.0,,16.0,,Chevrolet,Pickup,E85_GSLN,Ethanol (E85),
11410,11,5.0,215,Silverado 2500 2WD/4WD,2015,,,,,Chevrolet,Pickup,E85_GSLN,Ethanol (E85),
11300,37,3.0,215,Silverado 2500/3500 HD (2WD/4WD),2015,,,,,Chevrolet,Pickup,CNG_GSLN,CNG - Bi-fuel,
11283,35,1.0,215,Silverado 2500/3500 HD (2WD/4WD),2015,,,,,Chevrolet,Pickup,BD,Biodiesel (B20),
11411,11,5.0,215,Silverado 3500 2WD/4WD,2015,,,,,Chevrolet,Pickup,E85_GSLN,Ethanol (E85),
11284,35,1.0,215,Silverado 3500 HD (2WD/4WD),2015,,,,,Chevrolet,Vocational/Cab Chassis,BD,Biodiesel (B20),
11345,41,1.0,215,Spark,2015,128.0,,,,Chevrolet,Sedan/Wagon,ELEC,Electric,
11414,11,5.0,215,Suburban 2WD/4WD,2015,12.0,,16.0,,Chevrolet,SUV,E85_GSLN,Ethanol (E85),
11417,11,5.0,215,Tahoe 2WD/4WD,2015,12.0,,16.0,,Chevrolet,SUV,E85_GSLN,Ethanol (E85),
11418,11,5.0,215,Tahoe Police 2WD/4WD,2015,12.0,,16.0,,Chevrolet,SUV,E85_GSLN,Ethanol (E85),
11333,57,9.0,215,Volt,2015,98.0,,35.0,,Chevrolet,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,
11430,11,5.0,223,200 ,2015,17.0,,23.0,,Chrysler,Sedan/Wagon,E85_GSLN,Ethanol (E85),
11429,11,5.0,223,200 FWD/AWD,2015,14.0,,19.0,,Chrysler,Sedan/Wagon,E85_GSLN,Ethanol (E85),
11472,11,5.0,223,300 RWD/AWD,2015,14.0,,19.0,,Chrysler,Sedan/Wagon,E85_GSLN,Ethanol (E85),
11431,11,5.0,223,Dart,2015,18.0,,24.0,,Chrysler,Sedan/Wagon,E85_GSLN,Ethanol (E85),
11432,11,5.0,223,Town & Country,2015,12.0,,17.0,,Chrysler,Van,E85_GSLN,Ethanol (E85),
11436,11,5.0,225,Charger Police Pursuit,2015,,,,,Dodge,Sedan/Wagon,E85_GSLN,Ethanol (E85),
11473,11,5.0,225,Charger RWD/AWD,2015,14.0,,19.0,,Dodge,Sedan/Wagon,E85_GSLN,Ethanol (E85),
11437,11,5.0,225,Durango Police Special Service Vehicle,2015,,,,,Dodge,SUV,E85_GSLN,Ethanol (E85),
11434,11,5.0,225,Durango RWD/AWD,2015,13.0,,18.0,,Dodge,SUV,E85_GSLN,Ethanol (E85),
11433,11,5.0,225,Grand Caravan,2015,12.0,,17.0,,Dodge,Van,E85_GSLN,Ethanol (E85),
11435,11,5.0,225,Journey FWD,2015,12.0,,17.0,,Dodge,SUV,E85_GSLN,Ethanol (E85),
11346,41,1.0,379,500e,2015,122.0,,,,Fiat,Sedan/Wagon,ELEC,Electric,
11334,57,9.0,219,C-MAX Energi,2015,88.0,,40.0,,Ford,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,
11362,45,9.0,219,C-MAX Hybrid,2015,,,42.0,,Ford,Sedan/Wagon,HYBR,Hybrid Electric,
11319,55,1.0,219,E-350/450,2015,,,,,Ford,Vocational/Cab Chassis,LPG,Propane,
11320,55,1.0,219,E-350/450,2015,,,,,Ford,Vocational/Cab Chassis,LPG,Propane,
11316,3,1.0,219,E-350/450,2015,,,,,Ford,Vocational/Cab Chassis,CNG,CNG - Compressed Natural Gas,
11315,3,1.0,219,E-350/450,2015,,,,,Ford,Vocational/Cab Chassis,CNG,CNG - Compressed Natural Gas,
11444,11,5.0,219,Expedition 2WD/4WD,2015,,,,,Ford,SUV,E85_GSLN,Ethanol (E85),
11443,11,5.0,219,Explorer FWD/AWD,2015,13.0,,17.0,,Ford,SUV,E85_GSLN,Ethanol (E85),
11445,11,5.0,219,F-150 2WD/4WD,2015,11.0,,15.0,,Ford,Pickup,E85_GSLN,Ethanol (E85),
11446,11,5.0,219,F-150 2WD/4WD,2015,13.0,,18.0,,Ford,Pickup,E85_GSLN,Ethanol (E85),
11347,41,1.0,219,Focus,2015,110.0,,,,Ford,Sedan/Wagon,ELEC,Electric,
11441,11,5.0,219,Focus,2015,,,,,Ford,Sedan/Wagon,E85_GSLN,Ethanol (E85),
11335,57,9.0,219,Fusion Energi,2015,88.0,,40.0,,Ford,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,
11363,45,9.0,219,Fusion Hybrid,2015,,,44.0,,Ford,Sedan/Wagon,HYBR,Hybrid Electric,
11439,11,5.0,219,Police Interceptor,2015,,,,,Ford,Sedan/Wagon,E85_GSLN,Ethanol (E85),
11438,11,5.0,219,Police Interceptor,2015,,,,,Ford,Sedan/Wagon,E85_GSLN,Ethanol (E85),
11440,11,5.0,219,Police Interceptor Utility,2015,,,,,Ford,SUV,E85_GSLN,Ethanol (E85),
11449,11,5.0,219,Super Duty F-250/350,2015,,,,,Ford,Pickup,E85_GSLN,Ethanol (E85),
11324,55,1.0,219,Super Duty F-250/350,2015,,,,,Ford,Pickup,LPG,Propane,
11311,3,1.0,219,Super Duty F-250/350,2015,,,,,Ford,Pickup,CNG,CNG - Compressed Natural Gas,
11290,35,1.0,219,Super Duty F-250/350/450,2015,,,,,Ford,Pickup,BD,Biodiesel (B20),
11450,11,5.0,219,Super Duty F-350,2015,,,,,Ford,Vocational/Cab Chassis,E85_GSLN,Ethanol (E85),
11309,3,1.0,219,Super Duty F-350/450/550,2015,,,,,Ford,Vocational/Cab Chassis,CNG,CNG - Compressed Natural Gas,
11326,55,1.0,219,Super Duty F-350/450/550,2015,,,,,Ford,Vocational/Cab Chassis,LPG,Propane,
11310,3,1.0,219,Super Duty F-350/450/550,2015,,,,,Ford,Vocational/Cab Chassis,CNG,CNG - Compressed Natural Gas,
11325,55,1.0,219,Super Duty F-350/450/550,2015,,,,,Ford,Vocational/Cab Chassis,LPG,Propane,
11291,35,1.0,219,Super Duty F-450/550/650,2015,,,,,Ford,Vocational/Cab Chassis,BD,Biodiesel (B20),
11323,55,1.0,219,Super Duty F-650,2015,,,,,Ford,Vocational/Cab Chassis,LPG,Propane,
11312,3,1.0,219,Super Duty F-650,2015,,,,,Ford,Vocational/Cab Chassis,CNG,CNG - Compressed Natural Gas,
11442,11,5.0,219,Taurus FWD/AWD,2015,13.0,,19.0,,Ford,Sedan/Wagon,E85_GSLN,Ethanol (E85),
11447,11,5.0,219,Transit 150/250/350,2015,11.0,,14.0,,Ford,Van,E85_GSLN,Ethanol (E85),
11288,35,1.0,219,Transit 150/250/350,2015,,,,,Ford,Van,BD,Biodiesel (B20),
11448,11,5.0,219,Transit 250/350,2015,,,,,Ford,Vocational/Cab Chassis,E85_GSLN,Ethanol (E85),
11289,35,1.0,219,Transit 250/350,2015,,,,,Ford,Vocational/Cab Chassis,BD,Biodiesel (B20),
11313,3,1.0,219,Transit Connect,2015,,,,,Ford,Van,CNG,CNG - Compressed Natural Gas,
11322,55,1.0,219,Transit Connect,2015,,,,,Ford,Van,LPG,Propane,
11314,3,1.0,219,Transit T-150/250/350,2015,,,,,Ford,Vocational/Cab Chassis,CNG,CNG - Compressed Natural Gas,
11321,55,1.0,219,Transit T-150/250/350,2015,,,,,Ford,Vocational/Cab Chassis,LPG,Propane,
11420,11,5.0,213,Savana 2500/3500,2015,8.0,,11.0,,GMC,Van,E85_GSLN,Ethanol (E85),
11294,35,1.0,213,Savana 2500/3500,2015,,,,,GMC,Van,BD,Biodiesel (B20),
11306,3,1.0,213,Savana 2500/3500,2015,,,,,GMC,Van,CNG,CNG - Compressed Natural Gas,
11295,35,1.0,213,Savana 3500/4500,2015,,,,,GMC,Vocational/Cab Chassis,BD,Biodiesel (B20),
11328,55,1.0,213,Savana 3500/4500,2015,,,,,GMC,Vocational/Cab Chassis,LPG,Propane,
11307,3,1.0,213,Savana 3500/4500,2015,,,,,GMC,Vocational/Cab Chassis,CNG,CNG - Compressed Natural Gas,
11403,11,5.0,213,Sierra 1500 2WD/4WD,2015,11.0,,16.0,,GMC,Pickup,E85_GSLN,Ethanol (E85),
11402,11,5.0,213,Sierra 1500 2WD/4WD,2015,12.0,,18.0,,GMC,Pickup,E85_GSLN,Ethanol (E85),
11408,11,5.0,213,Sierra 1500 Cab-chassis 2WD/4WD,2015,11.0,,16.0,,GMC,Vocational/Cab Chassis,E85_GSLN,Ethanol (E85),
11406,11,5.0,213,Sierra 1500 Cab-chassis 2WD/4WD,2015,11.0,,16.0,,GMC,Vocational/Cab Chassis,E85_GSLN,Ethanol (E85),
11413,11,5.0,213,Sierra 2500 2WD/4WD,2015,,,,,GMC,Pickup,E85_GSLN,Ethanol (E85),
11301,37,3.0,213,Sierra 2500/3500 HD (2WD/4WD),2015,,,,,GMC,Pickup,CNG_GSLN,CNG - Bi-fuel,
11292,35,1.0,213,Sierra 2500/3500 HD (2WD/4WD),2015,,,,,GMC,Pickup,BD,Biodiesel (B20),
11412,11,5.0,213,Sierra 3500 2WD/4WD,2015,,,,,GMC,Pickup,E85_GSLN,Ethanol (E85),
11293,35,1.0,213,Sierra 3500 HD (2WD/4WD),2015,,,,,GMC,Vocational/Cab Chassis,BD,Biodiesel (B20),
11427,11,5.0,213,Terrain,2015,15.0,,22.0,,GMC,SUV,E85_GSLN,Ethanol (E85),
11428,11,5.0,213,Terrain,2015,,,,,GMC,SUV,E85_GSLN,Ethanol (E85),
11415,11,5.0,213,Yukon 2WD/4WD,2015,12.0,,16.0,,GMC,SUV,E85_GSLN,Ethanol (E85),
11416,11,5.0,213,Yukon XL 2WD/4WD,2015,12.0,,16.0,,GMC,SUV,E85_GSLN,Ethanol (E85),
11365,45,9.0,209,Accord Hybrid,2015,,,50.0,,Honda,Sedan/Wagon,HYBR,Hybrid Electric,
11336,57,9.0,209,Accord Plug-in Hybrid,2015,115.0,,47.0,,Honda,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,
11308,3,1.0,209,Civic,2015,27.0,,,,Honda,Sedan/Wagon,CNG,CNG - Compressed Natural Gas,
11366,45,9.0,209,Civic Hybrid,2015,,,44.0,,Honda,Sedan/Wagon,HYBR,Hybrid Electric,
11367,45,9.0,209,CR-Z,2015,,,36.0,,Honda,Sedan/Wagon,HYBR,Hybrid Electric,
11368,45,9.0,351,Sonota,2015,,,36.0,,Hyundai,Sedan/Wagon,HYBR,Hybrid Electric,
11117,9,7.0,351,Tucson Fuel Cell Vehicle,2015,,,,,Hyundai,SUV,H2,Hydrogen Fuel Cell,
11380,45,9.0,359,Q50 Hybrid FWD/AWD,2015,,,29.0,,Infiniti,Sedan/Wagon,HYBR,Hybrid Electric,
11381,45,9.0,359,Q50 Hybrid S FWD/AWD,2015,,,29.0,,Infiniti,Sedan/Wagon,HYBR,Hybrid Electric,
11382,45,9.0,359,Q70 Hybrid,2015,,,29.0,,Infiniti,Sedan/Wagon,HYBR,Hybrid Electric,
11383,45,9.0,359,QX60 Hybrid,2015,,,26.0,,Infiniti,SUV,HYBR,Hybrid Electric,
11455,11,5.0,385,XF FFV,2015,11.0,,15.0,,Jaguar,Sedan/Wagon,E85_GSLN,Ethanol (E85),
11453,11,5.0,385,XJ FFV,2015,11.0,,15.0,,Jaguar,Sedan/Wagon,E85_GSLN,Ethanol (E85),
11451,11,5.0,385,XJ FFV,2015,12.0,,18.0,,Jaguar,Sedan/Wagon,E85_GSLN,Ethanol (E85),
11452,11,5.0,385,XJL FFV,2015,111.0,,17.0,,Jaguar,Sedan/Wagon,E85_GSLN,Ethanol (E85),
11454,11,5.0,385,XJL FFV,2015,11.0,,15.0,,Jaguar,Sedan/Wagon,E85_GSLN,Ethanol (E85),
11459,11,5.0,275,Cherokee FWD/4WD,2015,15.0,,22.0,,Jeep,SUV,E85_GSLN,Ethanol (E85),
11296,35,1.0,275,Grand Cherokee 2WD/4WD,2015,22.0,,,,Jeep,SUV,BD,Biodiesel (B20),
11460,11,5.0,275,Grand Cherokee 2WD/4WD,2015,14.0,,17.0,,Jeep,SUV,E85_GSLN,Ethanol (E85),
11369,45,9.0,361,Optima,2015,,,36.0,,Kia,Sedan/Wagon,HYBR,Hybrid Electric,
11579,45,1.0,361,Optima,2015,36.0,,,,Kia,Sedan/Wagon,HYBR,Hybrid Electric,
11349,41,1.0,361,Soul,2015,120.0,,,,Kia,Sedan/Wagon,ELEC,Electric,
11456,11,5.0,387,Range Rover,2015,9.0,,14.0,,Land Rover,SUV,E85_GSLN,Ethanol (E85),
11457,11,5.0,387,Range Rover L,2015,9.0,,14.0,,Land Rover,SUV,E85_GSLN,Ethanol (E85),
11458,11,5.0,387,Range Rover Sport,2015,9.0,,14.0,,Land Rover,SUV,E85_GSLN,Ethanol (E85),
11371,45,9.0,243,300h,2015,,,40.0,,Lexus,Sedan/Wagon,HYBR,Hybrid Electric,
11370,45,9.0,243,CT 200h,2015,,,43.0,,Lexus,Sedan/Wagon,HYBR,Hybrid Electric,
11373,45,9.0,243,GS 450h,2015,,,29.0,,Lexus,Sedan/Wagon,HYBR,Hybrid Electric,
11374,45,9.0,243,GS 450h F Sport,2015,,,,,Lexus,Sedan/Wagon,HYBR,Hybrid Electric,
11372,45,9.0,243,LS 600h L,2015,,,19.0,,Lexus,Sedan/Wagon,HYBR,Hybrid Electric,
11376,45,9.0,243,NX 300h,2015,,,35.0,,Lexus,Sedan/Wagon,HYBR,Hybrid Electric,
11375,45,9.0,243,RX 450h,2015,,,32.0,,Lexus,SUV,HYBR,Hybrid Electric,
11364,45,9.0,227,MKZ Hybrid,2015,,,41.0,,Lincoln,Sedan/Wagon,HYBR,Hybrid Electric,
11337,57,9.0,389,P1,2015,,,16.0,,McLaren,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,
11350,41,1.0,239,B-Class Electric,2015,85.0,,,,Mercedes-Benz,Sedan/Wagon,ELEC,Electric,
11317,9,1.0,239,B-Class F-Cell,2015,,,,,Mercedes-Benz,Sedan/Wagon,H2,Hydrogen Fuel Cell,
11474,11,5.0,239,E300,2015,14.0,,20.0,,Mercedes-Benz,Sedan/Wagon,E85_GSLN,Ethanol (E85),
11475,11,5.0,239,E300 4matic,2015,14.0,,20.0,,Mercedes-Benz,Sedan/Wagon,E85_GSLN,Ethanol (E85),
11377,45,9.0,239,E400 Hybrid,2015,,,24.0,,Mercedes-Benz,Sedan/Wagon,HYBR,Hybrid Electric,
11461,11,5.0,239,GLA 250 4Matic,2015,17.0,,24.0,,Mercedes-Benz,SUV,E85_GSLN,Ethanol (E85),
11462,11,5.0,239,ML 350 4Matic,2015,13.0,,17.0,,Mercedes-Benz,SUV,E85_GSLN,Ethanol (E85),
11340,57,9.0,239,S550 Plug-in Hybrid,2015,,,,,Mercedes-Benz,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,
11351,41,1.0,263,i-MiEV,2015,126.0,,,,Mitsubishi,Sedan/Wagon,ELEC,Electric,
11463,11,5.0,217,Armada 2WD/4WD,2015,9.0,,12.0,,Nissan,SUV,E85_GSLN,Ethanol (E85),
11352,41,1.0,217,Leaf,2015,126.0,,,,Nissan,Sedan/Wagon,ELEC,Electric,
11378,45,9.0,217,Pathfinder Hybrid 2WD/AWD,2015,,,25.0,,Nissan,SUV,HYBR,Hybrid Electric,
11464,11,5.0,217,Titan 2WD/4WD,2015,,,,,Nissan,Pickup,E85_GSLN,Ethanol (E85),
11357,57,9.0,391,918 Spyder,2015,67.0,,20.0,,Porsche,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,
11342,57,9.0,391,Cayenne S E-Hybrid,2015,47.0,,21.0,,Porsche,SUV,PHEV,Plug-in Hybrid Electric,
11341,57,9.0,391,Panamera S E-Hybrid,2015,50.0,,23.0,,Porsche,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,
11465,11,5.0,349,1500 2WD/4WD,2015,12.0,,17.0,,Ram,Pickup,E85_GSLN,Ethanol (E85),
11297,35,1.0,349,1500 2WD/4WD,2015,20.0,,,,Ram,SUV,BD,Biodiesel (B20),
11298,35,1.0,349,2500/3500 HD 2WD/4WD,2015,,,,,Ram,Pickup,BD,Biodiesel (B20),
11302,37,3.0,349,2500 HD 2WD/4WD,2015,,,,,Ram,Pickup,CNG_GSLN,CNG - Bi-fuel,
11299,35,1.0,349,3500 HD 2WD/4WD,2015,,,,,Ram,Vocational/Cab Chassis,BD,Biodiesel (B20),
11466,11,5.0,349,CV,2015,13.0,,18.0,,Ram,Van,E85_GSLN,Ethanol (E85),
11353,41,1.0,381,fortwo,2015,122.0,,,,smart,Sedan/Wagon,ELEC,Electric,
11379,45,9.0,383,XV Crosstrek,2015,,,30.0,,Subaru,SUV,HYBR,Hybrid Electric,
11354,41,1.0,237,Model S,2015,94.0,,,,Tesla,Sedan/Wagon,ELEC,Electric,
11384,45,9.0,221,Avalon,2015,,,40.0,,Toyota,Sedan/Wagon,HYBR,Hybrid Electric,
11385,45,9.0,221,Camry,2015,,,43.0,,Toyota,Sedan/Wagon,HYBR,Hybrid Electric,
11386,45,9.0,221,Highlander,2015,,,27.0,,Toyota,SUV,HYBR,Hybrid Electric,
11318,9,1.0,221,Mirai,2015,,,,,Toyota,Sedan/Wagon,H2,Hydrogen Fuel Cell,
11388,45,9.0,221,Prius ,2015,,,51.0,,Toyota,Sedan/Wagon,HYBR,Hybrid Electric,
11387,45,9.0,221,Prius c,2015,,,53.0,,Toyota,Sedan/Wagon,HYBR,Hybrid Electric,
11343,57,9.0,221,Prius Plug-in,2015,95.0,,51.0,,Toyota,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,
11389,45,9.0,221,Prius v,2015,,,44.0,,Toyota,Sedan/Wagon,HYBR,Hybrid Electric,
11468,11,5.0,221,Sequoia 4WD,2015,9.0,,13.0,,Toyota,SUV,E85_GSLN,Ethanol (E85),
11467,11,5.0,221,Tundra 4WD,2015,9.0,,13.0,,Toyota,Pickup,E85_GSLN,Ethanol (E85),
11356,41,1.0,347,e-Golf,2015,,,,,Volkswagen,Sedan/Wagon,ELEC,Electric,
11390,45,9.0,347,Jetta Hybrid,2015,,,42.0,,Volkswagen,Sedan/Wagon,HYBR,Hybrid Electric,
11391,45,9.0,347,Touareg Hybrid,2015,,,20.0,,Volkswagen,SUV,HYBR,Hybrid Electric,
11211,45,9.0,365,ILX,2014,,,39.0,,Acura,Sedan/Wagon,HYBR,Hybrid Electric,
11210,45,9.0,365,RLX Sport Hybrid SH-AWD,2014,,,,,Acura,Sedan/Wagon,HYBR,Hybrid Electric,
11123,11,5.0,377,A4 quattro,2014,14.0,,20.0,,Audi,Sedan/Wagon,E85_GSLN,Ethanol (E85),
11122,11,5.0,377,A5 Cabriolet quattro,2014,14.0,,20.0,,Audi,Sedan/Wagon,E85_GSLN,Ethanol (E85),
11121,11,5.0,377,A5  quattro,2014,14.0,,20.0,,Audi,Sedan/Wagon,E85_GSLN,Ethanol (E85),
11119,11,5.0,377,Allroad quattro,2014,14.0,,20.0,,Audi,Sedan/Wagon,E85_GSLN,Ethanol (E85),
11120,11,5.0,377,Q5 AWD,2014,14.0,,20.0,,Audi,SUV,E85_GSLN,Ethanol (E85),
11212,45,9.0,377,"Q5 Hybrid, AWD",2014,,,24.0,,Audi,SUV,HYBR,Hybrid Electric,
11124,11,5.0,355,Continental Flying Spur,2014,9.0,,12.0,,Bentley Motors,Sedan/Wagon,E85_GSLN,Ethanol (E85),
11126,11,5.0,355,Continental GT,2014,9.0,,12.0,,Bentley Motors,Sedan/Wagon,E85_GSLN,Ethanol (E85),
11125,11,5.0,355,Continental GTC,2014,9.0,,12.0,,Bentley Motors,Sedan/Wagon,E85_GSLN,Ethanol (E85),
11127,11,5.0,355,Continental Supersports,2014,9.0,,12.0,,Bentley Motors,Sedan/Wagon,E85_GSLN,Ethanol (E85),
11214,45,9.0,211,ActiveHybrid 3,2014,,,25.0,,BMW,Sedan/Wagon,HYBR,Hybrid Electric,
11215,45,9.0,211,ActiveHybrid 5,2014,,,23.0,,BMW,Sedan/Wagon,HYBR,Hybrid Electric,
11213,45,9.0,211,ActiveHybrid 7,2014,,,22.0,,BMW,Sedan/Wagon,HYBR,Hybrid Electric,
11260,41,1.0,211,i3,2014,,,,,BMW,Sedan/Wagon,ELEC,Electric,
11274,57,9.0,211,i3 w/Range Extender,2014,,,,,BMW,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,
11273,57,9.0,211,i8 Plug-in Hybrid,2014,,,,,BMW,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,
11129,11,5.0,235,"LaCrosse, FWD/AWD",2014,14.0,,18.0,,Buick,Sedan/Wagon,E85_GSLN,Ethanol (E85),
11132,11,5.0,231,"ATS, RWD/AWD",2014,,,,,Cadillac,Sedan/Wagon,E85_GSLN,Ethanol (E85),
11275,57,9.0,231,ELR,2014,,,,,Cadillac,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,
11131,11,5.0,231,"Escalade, 2WD/4WD",2014,10.0,,14.0,,Cadillac,SUV,E85_GSLN,Ethanol (E85),
11130,11,5.0,231,"Escalade ESV, 2WD/4WD",2014,10.0,,14.0,,Cadillac,SUV,E85_GSLN,Ethanol (E85),
11143,11,5.0,215,Caprice Police Patrol Vehicle,2014,,,,,Chevrolet,Sedan/Wagon,E85_GSLN,Ethanol (E85),
11142,11,5.0,215,Caprice Police Patrol Vehicle,2014,,,,,Chevrolet,Sedan/Wagon,E85_GSLN,Ethanol (E85),
11145,11,5.0,215,"Captiva, FWD/AWD",2014,12.0,,17.0,,Chevrolet,SUV,E85_GSLN,Ethanol (E85),
11144,11,5.0,215,"Captiva, FWD/AWD",2014,15.0,,20.0,,Chevrolet,SUV,E85_GSLN,Ethanol (E85),
11085,35,3.0,215,Cruze,2014,,,27.0,,Chevrolet,Sedan/Wagon,BD,Biodiesel (B20),
